PatternCode,Age_AVG,Age_STDEV,Total,Gender_Mp,Gender_Fp,Gender_M,Gender_F,NeuroICU,CardiacICU,MedICU,MedSurgICU,TransplantICU,NonICU
1973,65.1,14.33,10,0.6,0.4,6,4,2,2,0,4,2,0
1974,68.32,14.49,22,0.455,0.545,10,12,1,10,0,11,0,0
1977,63.16,16.56,31,0.71,0.29,22,9,4,11,0,10,1,5
1978,62.94,13.52,17,0.824,0.176,14,3,0,8,0,7,1,1
1979,53.78,11.83,18,0.722,0.278,13,5,0,6,0,6,5,1
1980,68.28,8.75,18,0.722,0.278,13,5,0,7,0,11,0,0
1981,65.72,11.31,32,0.563,0.438,18,14,3,10,0,12,3,4
1982,62.86,16.2,21,0.667,0.333,14,7,0,8,0,12,0,1
1983,60,16.96,25,0.64,0.36,16,9,5,4,0,15,0,1
1987,65.79,16.16,19,0.632,0.368,12,7,1,4,0,8,3,3
1989,68,10.85,17,0.765,0.235,13,4,1,8,0,8,0,0
1990,62.56,14.85,16,0.625,0.375,10,6,1,5,0,6,2,2
1991,61.96,15.73,26,0.5,0.5,13,13,1,11,0,13,1,0
1992,65,16.72,19,0.684,0.316,13,6,2,5,0,9,2,1
1993,63.23,14.56,26,0.462,0.538,12,14,2,13,0,7,3,1
1996,60.69,15.68,35,0.629,0.371,22,13,4,15,0,14,0,3
1997,63.61,12.93,23,0.522,0.478,12,11,3,10,0,8,0,2
1998,60.56,15.4,16,0.75,0.25,12,4,0,5,0,6,3,2
1999,59.83,18.18,23,0.652,0.348,15,8,1,5,0,15,2,0
2000,63.81,11.86,26,0.692,0.308,18,8,0,8,0,15,2,1
2002,64.52,13.66,33,0.515,0.485,17,16,3,12,0,14,2,2
2004,59.28,12.68,18,0.722,0.278,13,5,1,7,0,6,3,1
2005,62.25,17.78,24,0.625,0.375,15,9,2,4,0,13,1,4
2008,60.69,17.11,49,0.633,0.367,31,18,10,13,0,18,3,5
2014,61.59,17.19,22,0.591,0.409,13,9,3,9,0,7,1,2
2015,64.18,10.95,11,0.818,0.182,9,2,0,5,0,6,0,0
2016,66.19,13.05,32,0.688,0.313,22,10,1,12,0,15,2,2
2017,60,15.63,12,0.75,0.25,9,3,1,6,0,4,1,0
2018,59.78,16.35,32,0.656,0.344,21,11,2,16,0,13,0,1
2019,65,10.34,14,0.643,0.357,9,5,0,9,0,4,0,1
2020,66.67,11.87,12,0.667,0.333,8,4,1,7,0,2,1,1
2021,57.48,16.89,25,0.52,0.48,13,12,2,7,0,10,5,1
2023,61.8,15.63,20,0.5,0.5,10,10,1,7,0,12,0,0
2024,60.04,16.28,46,0.587,0.413,27,19,4,16,0,26,0,1
2025,64.33,13.67,45,0.6,0.4,27,18,2,19,0,20,2,2
2026,64,13.36,19,0.842,0.158,16,3,2,4,0,13,0,0
2027,65.83,10.15,18,0.611,0.389,11,7,3,8,0,7,0,0
2028,60.33,14.3,18,0.611,0.389,11,7,1,9,0,7,0,1
2029,63.66,16.48,32,0.75,0.25,24,8,3,15,0,9,3,2
2030,58.94,17.01,48,0.583,0.417,28,20,4,16,0,22,0,6
2031,56.75,17.08,16,0.625,0.375,10,6,0,5,0,6,4,1
2032,61.7,11.68,20,0.55,0.45,11,9,1,7,0,7,3,2
2033,65,9.2,11,0.727,0.273,8,3,1,2,0,5,2,1
2036,64.53,14.84,15,0.667,0.333,10,5,2,5,0,8,0,0
2037,60.1,13.35,21,0.667,0.333,14,7,0,8,0,10,2,1
2038,55.75,13.56,8,0.625,0.375,5,3,1,3,0,4,0,0
2039,59.65,16.36,20,0.65,0.35,13,7,1,4,0,11,1,3
2040,65.1,12.75,20,0.75,0.25,15,5,3,11,0,6,0,0
2041,62.07,13.77,15,0.733,0.267,11,4,0,8,0,7,0,0
2042,60.42,14.9,31,0.645,0.355,20,11,4,12,0,10,2,3
2043,54.83,15.37,18,0.611,0.389,11,7,2,5,0,10,0,1
2044,59.66,19.45,29,0.586,0.414,17,12,0,8,0,13,3,5
2046,67.65,15.69,23,0.565,0.435,13,10,1,11,0,11,0,0
2047,62.75,10.14,16,0.813,0.188,13,3,0,5,0,4,6,1
2051,56.79,19.25,14,0.571,0.429,8,6,2,3,0,7,1,1
2052,59.5,19.42,20,0.4,0.6,8,12,2,5,0,12,1,0
2055,66.08,15.61,24,0.667,0.333,16,8,5,7,0,10,0,2
2056,62.58,17.76,24,0.708,0.292,17,7,5,7,0,11,0,1
2057,67.59,11.32,17,0.412,0.588,7,10,0,8,0,8,0,1
2058,69.67,7.57,9,0.556,0.444,5,4,0,3,0,5,0,1
2059,60.68,16.03,53,0.547,0.453,29,24,6,21,0,22,2,2
2060,58.15,16.36,20,0.7,0.3,14,6,1,5,0,7,5,2
2062,57.11,16.24,9,0.778,0.222,7,2,1,2,0,2,2,2
2065,63.72,12.97,18,0.611,0.389,11,7,2,9,0,7,0,0
2066,62.96,13.11,26,0.654,0.346,17,9,1,9,0,9,5,2
2067,65.9,15.25,29,0.69,0.31,20,9,0,9,0,13,2,5
2068,55.81,17.11,21,0.81,0.19,17,4,0,6,0,14,0,1
2069,62.23,15.53,35,0.571,0.429,20,15,3,8,0,14,3,7
2070,61.12,15.78,26,0.538,0.462,14,12,1,14,0,12,0,0
2072,65.14,15.49,35,0.686,0.314,24,11,4,14,0,15,0,2
2073,67.63,12.95,30,0.767,0.233,23,7,3,6,0,14,5,2
2078,63.41,14.01,51,0.608,0.392,31,20,2,15,0,34,0,0
2079,57.96,19.48,25,0.68,0.32,17,8,2,10,0,9,0,4
2080,56.9,23.74,10,0.7,0.3,7,3,1,3,0,5,0,1
2081,65.24,18.14,33,0.697,0.303,23,10,3,14,0,14,0,2
2082,65.36,17.88,25,0.68,0.32,17,8,2,13,0,8,0,2
2083,53.1,13.55,10,0.6,0.4,6,4,1,3,0,6,0,0
2084,60.74,16.52,42,0.619,0.381,26,16,3,20,0,14,2,3
2086,61.25,13.15,24,0.833,0.167,20,4,0,8,0,9,5,2
2087,61.43,16.47,40,0.55,0.45,22,18,2,19,0,18,0,2
2088,61.05,10.97,21,0.714,0.286,15,6,1,9,0,7,3,1
2090,63.19,17.51,26,0.654,0.346,17,9,3,12,0,3,4,4
2092,62.61,14.11,18,0.722,0.278,13,5,0,8,0,6,2,2
2093,56.9,17.94,21,0.476,0.524,10,11,1,9,0,8,2,1
2095,66.67,11.15,15,0.867,0.133,13,2,0,5,0,6,2,2
2096,62.05,18.87,21,0.667,0.333,14,7,2,13,0,6,0,0
2098,61.19,15.42,67,0.597,0.403,40,27,8,26,0,34,0,0
2099,65.1,11.28,10,0.6,0.4,6,4,0,4,0,4,2,0
2100,57.96,15.47,28,0.679,0.321,19,9,2,13,0,8,4,1
2101,62.29,13.08,24,0.583,0.417,14,10,2,7,0,11,1,3
2102,59.5,15.21,16,0.75,0.25,12,4,1,6,0,6,1,2
2103,52.44,15.2,18,0.667,0.333,12,6,0,7,0,6,3,2
2104,59.42,13.31,19,0.684,0.316,13,6,0,8,0,6,2,3
2105,59.21,17.07,19,0.684,0.316,13,6,0,11,0,8,0,0
2106,65.67,9.91,12,0.833,0.167,10,2,0,3,0,8,1,0
2107,61.72,16.3,36,0.722,0.278,26,10,2,14,0,17,1,2
2108,67.97,14.04,33,0.667,0.333,22,11,4,10,0,14,2,3
2110,62.28,15.68,74,0.649,0.351,48,26,9,28,0,23,8,6
2111,62.69,14.45,16,0.625,0.375,10,6,1,4,0,7,2,2
2112,63.2,10.92,10,0.7,0.3,7,3,1,5,0,4,0,0
2115,66,14.13,18,0.5,0.5,9,9,1,8,0,7,1,1
2117,58.84,16.52,44,0.591,0.409,26,18,7,16,0,21,0,0
2118,67.21,8.75,14,0.786,0.214,11,3,0,6,0,8,0,0
2121,63.9,15.05,41,0.561,0.439,23,18,2,12,0,27,0,0
2122,53.09,21.97,11,0.727,0.273,8,3,1,6,0,4,0,0
2125,60.54,15.54,26,0.462,0.538,12,14,2,11,0,12,0,1
2126,63.94,12.94,36,0.528,0.472,19,17,3,16,0,11,3,3
2129,60.05,15.15,20,0.65,0.35,13,7,0,5,0,11,3,1
2130,60.09,12.47,11,0.909,0.091,10,1,0,3,0,5,2,1
2131,57.74,13.28,19,0.526,0.474,10,9,0,11,0,7,1,0
2132,66,13.73,17,0.706,0.294,12,5,2,3,0,8,2,2
2133,65.73,13.11,26,0.692,0.308,18,8,1,11,0,10,2,2
2134,61.47,13.63,15,0.533,0.467,8,7,1,5,0,9,0,0
2135,56.52,18.63,23,0.652,0.348,15,8,0,8,0,13,0,2
2137,61.44,16.54,25,0.68,0.32,17,8,1,11,0,9,1,3
2138,61.73,15,15,0.667,0.333,10,5,3,4,0,5,1,2
2139,66.76,11.34,37,0.649,0.351,24,13,2,17,0,13,1,4
2140,58.84,15.76,19,0.737,0.263,14,5,1,4,0,10,3,1
2141,66.62,7.26,13,0.615,0.385,8,5,1,8,0,4,0,0
2143,67.38,11.27,16,0.75,0.25,12,4,0,7,0,7,1,1
2144,68.72,11.97,25,0.64,0.36,16,9,3,8,0,11,2,1
2145,62.64,12.43,14,0.714,0.286,10,4,1,4,0,7,0,2
2146,61,16.87,24,0.625,0.375,15,9,3,4,0,12,1,4
2147,67.73,10.89,15,0.533,0.467,8,7,1,7,0,5,2,0
2148,59.73,18.81,30,0.7,0.3,21,9,7,17,0,4,0,2
2150,61.96,18.41,25,0.64,0.36,16,9,3,10,0,8,2,2
2152,65.48,15.7,25,0.64,0.36,16,9,6,11,0,8,0,0
2153,68.4,10.03,20,0.6,0.4,12,8,3,7,0,8,1,1
2155,65.26,11.58,31,0.548,0.452,17,14,0,11,0,17,0,3
2156,59,18.31,21,0.524,0.476,11,10,3,7,0,8,1,2
2159,64.38,11.71,16,0.688,0.313,11,5,2,10,0,4,0,0
2161,60.94,17.62,16,0.688,0.313,11,5,1,7,0,5,2,1
2163,64.83,13.97,12,0.75,0.25,9,3,0,3,0,8,1,0
2165,62.71,20.92,17,0.706,0.294,12,5,2,7,0,8,0,0
2167,60.78,14.8,18,0.611,0.389,11,7,1,2,0,10,2,3
2168,68.46,13.53,24,0.75,0.25,18,6,2,5,0,11,4,2
2169,64.04,10.46,28,0.536,0.464,15,13,1,12,0,10,3,2
2170,64.19,12.93,16,0.625,0.375,10,6,0,5,0,9,1,1
2171,66.63,7.73,16,0.813,0.188,13,3,1,8,0,6,1,0
2172,64.35,11.52,26,0.654,0.346,17,9,1,10,0,13,0,2
2173,65.79,11.56,19,0.684,0.316,13,6,0,7,0,8,2,2
2175,62.06,12.97,31,0.645,0.355,20,11,1,11,0,14,3,2
2177,63,14.84,19,0.632,0.368,12,7,3,7,0,7,2,0
2181,62.12,15.46,25,0.72,0.28,18,7,2,7,0,14,1,1
2182,63.7,12.46,10,0.6,0.4,6,4,0,5,0,4,1,0
2183,60.35,14.41,17,0.824,0.176,14,3,1,4,0,11,0,1
2187,67.68,12.96,28,0.714,0.286,20,8,3,10,0,12,1,2
2188,65.73,11.96,26,0.577,0.423,15,11,1,9,0,14,1,1
2189,61.22,14.94,32,0.594,0.406,19,13,1,13,0,11,4,3
2190,64.53,15.74,19,0.684,0.316,13,6,0,6,0,11,0,2
2191,65,17.45,17,0.706,0.294,12,5,4,7,0,6,0,0
2193,59.45,17.08,20,0.6,0.4,12,8,1,8,0,7,1,3
2194,62.47,14.99,43,0.698,0.302,30,13,5,17,0,11,6,4
2196,52.79,21.14,19,0.789,0.211,15,4,1,7,0,8,2,1
2197,62.84,11.56,19,0.632,0.368,12,7,1,5,0,9,1,3
2198,60.34,14.47,29,0.724,0.276,21,8,3,10,0,12,2,2
2199,67.13,9.25,16,0.75,0.25,12,4,0,6,0,7,2,1
2200,59.93,16.68,29,0.69,0.31,20,9,3,9,0,14,1,2
2201,54.35,18.14,26,0.731,0.269,19,7,1,8,0,14,2,1
2202,59.71,16.75,35,0.657,0.343,23,12,4,11,0,16,3,1
2203,65.2,14.02,20,0.55,0.45,11,9,4,6,0,8,2,0
2208,61.71,16.82,14,0.714,0.286,10,4,0,6,0,6,1,1
2210,64.33,13.79,15,0.667,0.333,10,5,0,5,0,5,2,3
2211,59.1,17.44,29,0.621,0.379,18,11,2,7,0,13,3,4
2214,63.23,11.01,26,0.731,0.269,19,7,3,7,0,5,6,5
2215,61.42,15.99,36,0.639,0.361,23,13,4,7,0,16,3,6
2216,63.84,16.07,32,0.625,0.375,20,12,1,16,0,15,0,0
2217,57,17.53,20,0.65,0.35,13,7,0,10,0,8,2,0
2218,65.36,13.24,22,0.682,0.318,15,7,3,8,0,8,2,1
2219,66.27,12.97,11,0.455,0.545,5,6,0,5,0,4,1,1
2220,58.47,19.35,15,0.733,0.267,11,4,2,7,0,5,1,0
2221,60.5,16.25,12,0.833,0.167,10,2,1,5,0,6,0,0
2223,55.96,12.41,25,0.56,0.44,14,11,0,11,0,12,2,0
2227,60.51,15.65,51,0.588,0.412,30,21,3,21,0,28,0,0
2229,59.66,15.58,35,0.514,0.486,18,17,4,9,0,15,2,5
2230,61.67,16.13,27,0.556,0.444,15,12,2,5,0,14,0,6
2231,59.64,18.8,22,0.727,0.273,16,6,2,7,0,12,0,1
2232,55.88,18.1,24,0.625,0.375,15,9,2,8,0,12,1,1
2234,63.9,10.42,30,0.7,0.3,21,9,0,11,0,14,2,3
2235,60.33,13.85,24,0.75,0.25,18,6,1,8,0,8,5,2
2236,63.79,11.88,14,0.5,0.5,7,7,1,5,0,6,1,1
2237,64.1,11.14,10,0.9,0.1,9,1,0,3,0,6,1,0
2239,61.43,15.65,58,0.603,0.397,35,23,10,17,0,32,0,0
2240,61.7,17.97,20,0.55,0.45,11,9,5,5,0,5,1,4
2241,58.82,16.53,82,0.585,0.415,48,34,8,30,0,35,3,6
2242,58.41,17.33,17,0.647,0.353,11,6,0,7,0,7,1,2
2243,57.47,19.05,17,0.647,0.353,11,6,1,6,0,10,0,0
2247,65.95,13.3,20,0.65,0.35,13,7,3,11,0,4,0,2
2248,62.09,15.19,22,0.727,0.273,16,6,0,10,0,9,1,2
2250,54.33,18.98,12,0.5,0.5,6,6,2,4,0,4,0,2
2253,58.07,15.53,15,0.6,0.4,9,6,3,3,0,6,0,3
2254,66.94,9.72,16,0.563,0.438,9,7,0,11,0,4,0,1
2256,63.23,12.7,26,0.846,0.154,22,4,1,12,0,9,3,1
2258,64.96,12.59,28,0.679,0.321,19,9,2,14,0,9,1,2
2260,64.5,13.8,4,0.5,0.5,2,2,0,0,0,3,1,0
2262,65.65,13.84,20,0.65,0.35,13,7,3,8,0,7,2,0
2263,66.42,12.8,12,0.833,0.167,10,2,0,3,0,6,1,2
2264,58.65,14.3,17,0.588,0.412,10,7,2,8,0,6,1,0
2265,60.55,14.94,20,0.65,0.35,13,7,1,6,0,5,5,3
2267,62.75,19.08,16,0.563,0.438,9,7,2,3,0,7,2,2
2268,57.2,14.76,25,0.6,0.4,15,10,1,5,0,13,2,4
2270,62.27,13.92,22,0.773,0.227,17,5,2,6,0,14,0,0
2271,61.65,17.62,54,0.574,0.426,31,23,7,23,0,22,1,1
2272,59.74,16.6,31,0.677,0.323,21,10,0,10,0,13,4,4
2273,57.62,17.12,13,0.769,0.231,10,3,0,5,0,5,2,1
2275,60.35,14.36,26,0.538,0.462,14,12,1,5,0,9,5,6
2276,61.22,15.96,37,0.595,0.405,22,15,3,21,0,13,0,0
2278,61.13,14.31,23,0.609,0.391,14,9,0,8,0,15,0,0
2281,65.77,16.32,22,0.727,0.273,16,6,2,7,0,9,1,3
2283,65.54,12.97,13,0.692,0.308,9,4,0,3,0,8,0,2
2284,67.59,11.06,22,0.455,0.545,10,12,1,11,0,10,0,0
2285,58.42,20.22,12,0.667,0.333,8,4,1,1,0,8,1,1
2286,64.33,16.95,30,0.733,0.267,22,8,3,12,0,10,1,4
2287,62.38,16.14,37,0.676,0.324,25,12,3,15,0,16,1,2
2289,56.8,14.26,15,0.667,0.333,10,5,0,5,0,7,0,3
2290,64.29,10.06,28,0.571,0.429,16,12,1,11,0,11,3,2
2292,58.34,15.03,29,0.621,0.379,18,11,2,6,0,15,2,4
2293,59.89,15.97,35,0.6,0.4,21,14,3,8,0,20,3,1
2295,57.48,19.52,21,0.524,0.476,11,10,2,7,0,10,1,1
2297,63.55,17.23,20,0.7,0.3,14,6,0,12,0,5,2,1
2298,61.13,14.55,23,0.783,0.217,18,5,4,6,0,10,0,3
2299,62.77,10.39,31,0.548,0.452,17,14,1,13,0,12,2,3
2300,62.73,11.86,30,0.667,0.333,20,10,1,12,0,9,5,3
2301,63.18,18.16,11,0.909,0.091,10,1,1,5,0,5,0,0
2302,67.86,16.04,14,0.714,0.286,10,4,1,4,0,7,1,1
2303,61.05,18.35,44,0.545,0.455,24,20,8,18,0,17,1,0
2304,60.95,15.91,21,0.714,0.286,15,6,0,9,0,7,4,1
2305,63.25,12.02,24,0.583,0.417,14,10,0,9,0,7,5,3
2306,70.26,10.91,31,0.742,0.258,23,8,4,14,0,10,1,2
2307,59.36,18.12,22,0.591,0.409,13,9,6,7,0,5,1,3
2310,69.67,7.57,9,0.556,0.444,5,4,0,3,0,5,0,1
2311,65.3,15.73,40,0.675,0.325,27,13,3,17,0,18,0,2
2313,67.39,10.63,33,0.515,0.485,17,16,4,12,0,12,2,3
2314,66.16,14.4,38,0.632,0.368,24,14,4,16,0,13,3,2
2315,64.87,13.41,23,0.652,0.348,15,8,1,7,0,12,0,3
2316,63.79,11.51,52,0.558,0.442,29,23,3,15,0,19,5,10
2317,61.27,13.03,11,0.909,0.091,10,1,0,4,0,4,2,1
2318,66.52,14.44,23,0.565,0.435,13,10,3,8,0,11,1,0
2319,59.13,14.1,16,0.688,0.313,11,5,1,9,0,5,1,0
2320,64.48,12.04,27,0.852,0.148,23,4,1,6,0,16,2,2
2322,60.25,12.24,16,0.438,0.563,7,9,0,11,0,4,1,0
2323,63.89,12.71,18,0.611,0.389,11,7,3,9,0,5,0,1
2324,56.92,14.84,26,0.577,0.423,15,11,0,9,0,12,2,3
2326,72,7.26,10,0.8,0.2,8,2,0,6,0,4,0,0
2327,65.51,13.85,45,0.622,0.378,28,17,7,25,0,14,0,0
2328,61.96,16.9,24,0.625,0.375,15,9,1,6,0,10,3,4
2329,61.62,10.21,21,0.762,0.238,16,5,0,8,0,6,5,2
2330,61.38,17.38,13,0.692,0.308,9,4,1,3,0,7,1,1
2331,63.55,17.09,51,0.608,0.392,31,20,6,19,0,20,4,3
2333,64.53,17.62,17,0.412,0.588,7,10,2,8,0,6,0,1
2334,68.08,13.26,24,0.792,0.208,19,5,2,5,0,11,4,2
2335,63,12.89,18,0.722,0.278,13,5,2,8,0,6,0,2
2336,61.86,15.75,28,0.643,0.357,18,10,0,7,0,15,3,3
2339,60.51,16.82,55,0.618,0.382,34,21,7,19,0,22,1,6
2344,62.36,15.91,11,0.909,0.091,10,1,0,5,0,4,2,0
2345,60.21,17.45,33,0.636,0.364,21,12,4,10,0,15,1,3
2347,63.51,16.9,35,0.571,0.429,20,15,3,13,0,13,3,3
2348,63.04,14.23,52,0.558,0.442,29,23,10,24,0,17,0,2
2349,68.06,10.88,16,0.625,0.375,10,6,0,4,0,10,1,1
2350,65.06,10.38,31,0.613,0.387,19,12,1,10,0,13,2,5
2351,59.83,14.11,29,0.724,0.276,21,8,1,12,0,10,4,2
2352,66.36,7.04,14,0.643,0.357,9,5,1,8,0,5,0,0
2354,60.89,16.39,55,0.564,0.436,31,24,5,19,0,23,2,6
2355,67.76,10.79,17,0.412,0.588,7,10,0,10,0,7,0,0
2356,57.66,17.33,29,0.655,0.345,19,10,3,8,0,11,3,4
2357,61,14.54,19,0.684,0.316,13,6,0,7,0,8,2,2
2359,68.67,9.73,21,0.762,0.238,16,5,1,10,0,7,2,1
2360,68.14,12.23,21,0.762,0.238,16,5,1,7,0,10,1,2
2361,61.67,14.41,27,0.444,0.556,12,15,0,8,0,15,2,2
2362,55.83,16.6,18,0.556,0.444,10,8,1,0,0,9,4,4
2363,62,16.51,28,0.786,0.214,22,6,5,7,0,12,1,3
2364,66.85,11.7,13,0.923,0.077,12,1,1,7,0,3,2,0
2367,63.5,18.92,24,0.625,0.375,15,9,2,8,0,11,2,1
2371,56.67,16.69,12,0.75,0.25,9,3,0,3,0,6,2,1
2372,52.36,16.91,14,0.571,0.429,8,6,0,6,0,7,0,1
2376,62.35,13.78,31,0.645,0.355,20,11,3,6,0,14,4,4
2377,65.06,15.28,18,0.778,0.222,14,4,1,7,0,6,1,3
2378,64.68,20.19,19,0.684,0.316,13,6,0,10,0,9,0,0
2379,61.37,17.11,19,0.684,0.316,13,6,1,5,0,13,0,0
2380,64.94,16.69,16,0.625,0.375,10,6,1,7,0,8,0,0
2381,62.91,12.92,11,0.545,0.455,6,5,0,3,0,6,1,1
2382,62.92,17.87,12,0.75,0.25,9,3,0,5,0,7,0,0
2383,60.3,18.88,27,0.741,0.259,20,7,2,9,0,14,0,2
2384,59.33,16.29,51,0.549,0.451,28,23,5,19,0,24,2,2
2386,60.57,15.98,23,0.739,0.261,17,6,2,9,0,12,0,0
2387,62.93,15.15,15,0.667,0.333,10,5,1,7,0,7,0,0
2388,55.36,15.79,11,0.818,0.182,9,2,0,4,0,3,3,1
2389,63.27,15.7,26,0.577,0.423,15,11,2,10,0,13,1,1
2391,65.66,13.23,47,0.638,0.362,30,17,4,17,0,20,3,3
2393,60.54,16.96,24,0.708,0.292,17,7,4,7,0,9,1,3
2394,62.58,15.61,24,0.542,0.458,13,11,2,5,0,12,2,3
2395,64.65,10.65,26,0.692,0.308,18,8,1,8,0,8,6,3
2396,64.42,15.88,19,0.579,0.421,11,8,1,12,0,6,0,0
2397,65.19,14.69,27,0.741,0.259,20,7,3,7,0,12,3,2
2398,66.83,16.2,30,0.667,0.333,20,10,3,10,0,11,1,5
2399,67.12,13.2,25,0.8,0.2,20,5,2,5,0,11,4,3
2400,53.5,18.09,6,0.5,0.5,3,3,1,1,0,2,0,2
2402,62.71,11.16,24,0.458,0.542,11,13,2,8,0,10,2,2
2403,55.59,19.33,22,0.636,0.364,14,8,0,7,0,9,3,3
2404,64.21,11.18,24,0.792,0.208,19,5,1,8,0,9,4,2
2405,63.32,15.39,25,0.6,0.4,15,10,2,12,0,11,0,0
2406,59.36,14.88,28,0.607,0.393,17,11,2,7,0,12,3,4
2408,58.53,13.16,15,0.733,0.267,11,4,0,7,0,6,2,0
2410,63.25,12.35,16,0.5,0.5,8,8,0,11,0,4,0,1
2411,64.62,15.63,26,0.615,0.385,16,10,2,13,0,11,0,0
2412,61.45,16.08,22,0.773,0.227,17,5,2,5,0,11,3,1
2413,60.41,15.67,27,0.741,0.259,20,7,5,8,0,10,1,3
2414,58.98,16.77,60,0.583,0.417,35,25,3,21,0,29,1,6
2416,68.42,13.72,38,0.684,0.316,26,12,6,11,0,17,2,2
2421,65.14,10.57,14,0.357,0.643,5,9,0,9,0,5,0,0
2422,62.1,13.93,29,0.552,0.448,16,13,1,9,0,13,3,3
2423,63.22,12.11,27,0.556,0.444,15,12,3,8,0,11,2,3
2424,57.64,15.69,25,0.64,0.36,16,9,1,5,0,11,4,4
2427,60.49,16.41,49,0.531,0.469,26,23,2,16,0,24,2,5
2429,68.89,12.97,28,0.786,0.214,22,6,3,6,0,12,5,2
2430,64.13,14.89,16,0.813,0.188,13,3,4,4,0,8,0,0
2431,62.89,17.1,27,0.63,0.37,17,10,1,10,0,12,2,2
2432,59.6,16.81,20,0.55,0.45,11,9,1,6,0,10,2,1
2434,61.45,14.91,49,0.571,0.429,28,21,2,15,0,26,1,6
2435,58.31,17.46,16,0.438,0.563,7,9,0,8,0,7,0,1
2436,58.44,19.47,16,0.563,0.438,9,7,4,1,0,7,2,2
2437,61.42,16.38,36,0.583,0.417,21,15,6,12,0,11,4,3
2438,66.29,13.02,7,0.571,0.429,4,3,1,1,0,3,2,0
2439,60.69,16.05,35,0.571,0.429,20,15,1,10,0,15,4,5
2441,61.45,17.35,29,0.483,0.517,14,15,2,7,0,17,1,2
2442,60.82,15.88,17,0.471,0.529,8,9,1,7,0,8,0,1
2443,62.67,17.69,24,0.625,0.375,15,9,4,7,0,9,2,2
2444,65.32,10.59,25,0.64,0.36,16,9,1,12,0,11,0,1
2445,63.08,14.05,37,0.676,0.324,25,12,2,14,0,12,6,3
2446,60.95,15.56,20,0.75,0.25,15,5,0,10,0,6,2,2
2448,59.11,17.01,56,0.589,0.411,33,23,3,18,0,27,3,6
2449,58.33,16.47,27,0.778,0.222,21,6,4,12,0,11,0,0
2450,57.97,16.09,33,0.576,0.424,19,14,0,14,0,16,1,3
2451,61.83,15.65,46,0.565,0.435,26,20,5,13,0,21,3,5
2452,59.86,16.48,37,0.595,0.405,22,15,2,13,0,17,3,2
2453,67.21,17.13,33,0.606,0.394,20,13,3,14,0,11,2,3
2454,69.61,9.38,18,0.778,0.222,14,4,0,7,0,8,1,2
2456,59.79,14.32,33,0.697,0.303,23,10,2,13,0,8,7,3
2457,66.11,9.95,18,0.833,0.167,15,3,2,6,0,6,1,3
2458,67.25,14.37,28,0.679,0.321,19,9,4,10,0,10,1,3
2459,57.8,18.32,15,0.6,0.4,9,6,2,5,0,5,2,1
2460,58.94,17.21,18,0.556,0.444,10,8,1,7,0,10,0,0
2461,64.57,12.46,30,0.7,0.3,21,9,1,14,0,11,2,2
2462,58,16.41,27,0.481,0.519,13,14,0,12,0,15,0,0
2463,61.91,15.67,78,0.564,0.436,44,34,8,24,0,31,4,12
2464,56.29,13.02,14,0.786,0.214,11,3,1,4,0,4,4,1
2465,57.85,18.34,20,0.7,0.3,14,6,0,6,0,11,2,1
2466,67.18,10.02,22,0.727,0.273,16,6,2,7,0,12,1,0
2467,63.77,12.74,47,0.511,0.489,24,23,3,16,0,22,3,3
2468,65.75,10.27,20,0.7,0.3,14,6,0,6,0,14,0,0
2469,62.32,15.95,41,0.659,0.341,27,14,2,13,0,17,5,4
2471,57.78,15.66,45,0.578,0.422,26,19,2,12,0,19,5,7
2472,61.17,15.22,18,0.667,0.333,12,6,0,10,0,8,0,0
2473,61.95,9.94,21,0.714,0.286,15,6,0,6,0,10,3,2
2474,60.1,14.09,30,0.5,0.5,15,15,4,7,0,14,2,3
2475,64.1,14.25,20,0.8,0.2,16,4,2,9,0,9,0,0
2476,57.12,13.95,17,0.647,0.353,11,6,0,3,0,11,0,3
2477,58.5,14.57,22,0.682,0.318,15,7,0,9,0,11,0,2
2480,58.79,16.05,52,0.596,0.404,31,21,3,15,0,28,1,5
2481,61.93,16.12,14,0.786,0.214,11,3,0,6,0,8,0,0
2482,60.28,15.66,25,0.76,0.24,19,6,3,8,0,11,2,1
2483,59.55,16.05,20,0.75,0.25,15,5,2,11,0,7,0,0
2484,66.5,18.87,18,0.444,0.556,8,10,3,8,0,4,0,3
2488,66.88,11.48,17,0.588,0.412,10,7,1,4,0,10,2,0
2490,59.56,16.91,81,0.593,0.407,48,33,6,26,0,35,7,8
2491,60.14,15.05,28,0.714,0.286,20,8,0,10,0,9,5,4
2492,65.46,13.46,24,0.5,0.5,12,12,1,5,0,14,2,2
2493,60.77,15.1,30,0.567,0.433,17,13,0,12,0,12,3,3
2494,66.89,16.25,19,0.842,0.158,16,3,2,7,0,6,3,1
2495,67.71,11.63,17,0.647,0.353,11,6,0,5,0,9,2,1
2496,67.56,10.94,18,0.5,0.5,9,9,0,7,0,9,0,2
2498,61.09,16.58,44,0.568,0.432,25,19,4,15,0,20,2,4
2499,63.16,17.63,19,0.684,0.316,13,6,2,3,0,8,4,2
2500,61.82,16.05,33,0.606,0.394,20,13,0,9,0,17,3,4
2503,62.22,18,23,0.783,0.217,18,5,1,9,0,13,0,0
2504,68.86,13.37,21,0.524,0.476,11,10,4,7,0,5,2,3
2507,70.19,10.46,21,0.571,0.429,12,9,2,7,0,10,1,1
