PatternCode,Age_AVG,Age_STDEV,Total,Gender_Mp,Gender_Fp,Gender_M,Gender_F,NeuroICU,CardiacICU,MedICU,MedSurgICU,TransplantICU,NonICU
4521,58.57,17.16,30,0.667,0.333,20,10,2,12,0,14,1,1
4524,61.2,17.08,20,0.75,0.25,15,5,0,9,0,5,2,4
4525,60.78,15.47,27,0.444,0.556,12,15,2,7,0,16,0,3
4526,68.88,11.6,26,0.577,0.423,15,11,2,10,0,9,2,3
4527,65.92,14.7,12,0.5,0.5,6,6,4,4,0,4,0,0
4528,67.09,11.06,11,0.909,0.091,10,1,0,5,0,4,1,1
4529,67.29,12.01,21,0.333,0.667,7,14,2,7,0,9,1,2
4531,63,17.32,12,0.75,0.25,9,3,2,4,0,5,0,1
4532,58.79,16.43,19,0.632,0.368,12,7,0,8,0,7,2,2
4533,62.5,14.8,28,0.643,0.357,18,10,2,8,0,18,0,0
4536,62.6,16.47,20,0.75,0.25,15,5,0,7,0,10,1,2
4537,60.83,17.16,23,0.652,0.348,15,8,0,8,0,15,0,0
4541,62.91,14.08,11,0.545,0.455,6,5,2,4,0,5,0,0
4542,65.32,13.11,28,0.536,0.464,15,13,3,10,0,14,0,1
4545,62.83,11.97,24,0.667,0.333,16,8,2,6,0,11,1,4
4546,67.3,10.48,10,0.7,0.3,7,3,1,4,0,4,0,1
4547,68.8,11.03,20,0.8,0.2,16,4,3,9,0,4,3,1
4548,68.1,14,21,0.762,0.238,16,5,3,9,0,4,3,2
4549,60.47,12.96,17,0.588,0.412,10,7,1,6,0,7,2,1
4550,58.24,15.54,17,0.824,0.176,14,3,1,1,0,9,4,2
4551,63.35,15.34,20,0.65,0.35,13,7,2,7,0,11,0,0
4552,60.33,17.62,21,0.619,0.381,13,8,2,5,0,11,0,3
4554,62.07,16.39,61,0.574,0.426,35,26,10,23,0,29,0,0
4557,61.56,15.66,9,0.778,0.222,7,2,0,1,0,7,0,1
4558,58.94,11.44,18,0.611,0.389,11,7,1,4,0,7,4,2
4559,60.33,17.18,55,0.6,0.4,33,22,3,19,0,27,2,4
4561,61.68,9.72,22,0.682,0.318,15,7,0,7,0,10,3,2
4562,69.38,9.76,13,0.846,0.154,11,2,0,8,0,4,1,0
4563,61.87,16.41,15,0.8,0.2,12,3,0,7,0,8,0,0
4564,69.21,9.17,14,0.786,0.214,11,3,0,7,0,5,1,1
4565,60.64,18.4,22,0.636,0.364,14,8,4,12,0,5,1,0
4566,62.52,16.55,29,0.517,0.483,15,14,0,12,0,17,0,1
4570,59.95,15.73,21,0.619,0.381,13,8,1,5,0,13,0,2
4571,55.31,12.44,16,0.563,0.438,9,7,0,5,0,7,1,3
4572,64.83,12.02,12,0.583,0.417,7,5,0,4,0,7,0,1
4577,67.1,12,31,0.71,0.29,22,9,2,5,0,19,2,3
4578,57.82,18.8,11,0.818,0.182,9,2,0,3,0,6,1,1
4580,65.19,13.74,21,0.524,0.476,11,10,2,10,0,7,1,1
4581,66,14.74,23,0.783,0.217,18,5,1,7,0,11,1,3
4583,63.3,11.25,20,0.75,0.25,15,5,0,8,0,7,3,2
4584,69.35,8.86,23,0.652,0.348,15,8,0,14,0,3,4,2
4586,61.52,16.41,29,0.828,0.172,24,5,2,8,0,12,2,5
4587,61.27,13.82,37,0.595,0.405,22,15,3,10,0,18,2,4
4589,58.56,16.19,16,0.625,0.375,10,6,1,4,0,6,4,1
4590,66.79,12.25,14,0.643,0.357,9,5,1,5,0,7,0,1
4592,60.43,14.32,21,0.81,0.19,17,4,1,5,0,11,2,2
4594,64.41,9.84,17,0.529,0.471,9,8,0,5,0,9,2,1
4596,67.67,15.83,12,0.75,0.25,9,3,1,4,0,6,0,1
4599,59.57,17.57,23,0.739,0.261,17,6,1,11,0,5,2,4
4600,63.14,10.91,29,0.655,0.345,19,10,0,12,0,9,5,3
4601,66.13,15.17,8,0.375,0.625,3,5,0,4,0,4,0,0
4603,64.08,12.6,40,0.5,0.5,20,20,1,13,0,18,2,6
4604,60.06,19.06,31,0.774,0.226,24,7,6,7,0,15,1,2
4605,58.68,19.75,25,0.64,0.36,16,9,4,8,0,10,2,1
4608,60.68,16.14,19,0.789,0.211,15,4,0,7,0,7,3,2
4609,63,14.05,11,0.545,0.455,6,5,2,4,0,4,0,1
4610,60.12,18.25,33,0.667,0.333,22,11,4,11,0,11,5,2
4611,61.9,14.12,31,0.613,0.387,19,12,3,9,0,19,0,0
4613,63.13,16.53,76,0.553,0.447,42,34,14,26,0,37,0,0
4616,59.9,19.98,29,0.483,0.517,14,15,4,13,0,12,0,0
4618,67.25,12.13,28,0.75,0.25,21,7,4,8,0,11,3,2
4621,63.68,16.95,25,0.56,0.44,14,11,5,7,0,3,4,6
4625,61.67,16.45,42,0.5,0.5,21,21,1,17,0,20,2,3
4629,57.19,20.49,26,0.654,0.346,17,9,2,10,0,11,1,2
4631,57.12,20.43,17,0.529,0.471,9,8,0,6,0,9,2,0
4639,68,11.13,25,0.72,0.28,18,7,1,7,0,12,3,2
4640,64.64,16.01,44,0.523,0.477,23,21,6,19,0,15,1,4
4641,60.69,14.92,16,0.625,0.375,10,6,1,5,0,7,2,1
4643,58.79,17.01,19,0.632,0.368,12,7,0,4,0,8,3,4
4644,62.6,12.03,25,0.64,0.36,16,9,0,8,0,8,5,4
4645,68.77,9.38,13,0.846,0.154,11,2,0,7,0,4,1,1
4646,67.73,15.75,30,0.633,0.367,19,11,4,11,0,10,1,4
4650,61.5,12.7,22,0.727,0.273,16,6,1,5,0,6,7,3
4655,64.97,13.99,29,0.483,0.517,14,15,1,11,0,17,0,0
4656,61.8,17.64,10,0.7,0.3,7,3,0,3,0,5,0,2
4657,69.38,9.76,13,0.846,0.154,11,2,0,8,0,4,1,0
4659,60.77,16.8,101,0.545,0.455,55,46,15,26,0,46,7,7
4660,62.89,12.93,9,0.667,0.333,6,3,0,4,0,4,0,1
4662,64.34,12.47,32,0.719,0.281,23,9,3,12,0,13,3,1
4663,60.43,17.97,21,0.619,0.381,13,8,2,4,0,8,4,3
4664,60.38,15.13,24,0.5,0.5,12,12,1,7,0,15,0,1
4665,67.85,12.56,26,0.654,0.346,17,9,1,12,0,9,0,4
4666,61.46,13.3,13,0.615,0.385,8,5,0,3,0,5,3,2
4667,61.29,11,21,0.714,0.286,15,6,1,7,0,10,3,0
4669,70.92,10.81,13,0.923,0.077,12,1,0,8,0,3,1,1
4671,61.88,16.32,72,0.597,0.403,43,29,5,30,0,31,2,4
4672,60.33,16.49,21,0.667,0.333,14,7,1,6,0,7,5,2
4673,59.33,9.89,18,0.556,0.444,10,8,0,4,0,8,3,3
4675,60.2,18.08,25,0.68,0.32,17,8,1,8,0,13,2,1
4676,63.17,15.51,23,0.652,0.348,15,8,2,8,0,13,0,0
4677,66.81,11.49,32,0.625,0.375,20,12,7,11,0,10,2,2
4680,65.67,14.11,24,0.583,0.417,14,10,1,11,0,10,0,2
4681,63.7,12.73,20,0.6,0.4,12,8,1,6,0,9,3,1
4682,61.24,12.56,25,0.44,0.56,11,14,0,9,0,12,2,2
4683,64.94,12.7,16,0.625,0.375,10,6,0,8,0,8,0,0
4684,56.47,17.52,15,0.6,0.4,9,6,3,4,0,5,0,3
4685,59.5,14.02,18,0.833,0.167,15,3,0,8,0,4,3,3
4686,57.22,15.89,18,0.611,0.389,11,7,0,5,0,9,2,2
4687,65.37,16.52,19,0.632,0.368,12,7,0,4,0,13,1,1
4688,60.1,12.56,21,0.667,0.333,14,7,0,7,0,6,7,1
4689,63.43,9.94,21,0.714,0.286,15,6,1,6,0,10,3,1
4692,62.54,14.35,13,0.615,0.385,8,5,0,10,0,2,1,0
4693,65.56,17.04,16,0.688,0.313,11,5,0,3,0,11,1,1
4695,61.65,16.2,57,0.649,0.351,37,20,5,13,0,30,5,4
4696,62.43,12.94,21,0.619,0.381,13,8,1,4,0,8,3,5
4698,63,12.55,9,0.556,0.444,5,4,0,3,0,4,1,1
4699,62.1,14.53,21,0.81,0.19,17,4,1,3,0,12,2,3
4700,59.3,18.57,27,0.593,0.407,16,11,5,10,0,6,2,4
4704,59.87,12.74,15,0.667,0.333,10,5,0,4,0,5,3,3
4706,69.95,9.08,20,0.8,0.2,16,4,0,9,0,8,1,2
4707,60.14,16.74,35,0.514,0.486,18,17,4,10,0,14,4,3
4709,63.89,15.38,36,0.667,0.333,24,12,8,13,0,14,1,0
4710,67,14.23,23,0.652,0.348,15,8,1,10,0,12,0,0
4715,64.74,14.91,19,0.474,0.526,9,10,0,7,0,9,2,1
4716,65.69,9.1,13,0.615,0.385,8,5,0,6,0,5,0,2
4717,62.89,16.91,28,0.536,0.464,15,13,4,9,0,11,1,3
4718,61.08,14.77,24,0.75,0.25,18,6,1,6,0,15,1,1
4719,66.06,14.96,17,0.824,0.176,14,3,0,8,0,7,1,1
4721,62.1,16.39,58,0.534,0.466,31,27,7,14,0,30,3,4
4722,57.82,15.74,22,0.545,0.455,12,10,0,6,0,11,1,4
4724,66.82,11.86,22,0.773,0.227,17,5,0,8,0,10,2,2
4725,64.78,10.91,27,0.37,0.63,10,17,0,10,0,13,1,3
4726,62.39,14.36,28,0.643,0.357,18,10,3,11,0,14,0,0
4727,62.33,13.4,30,0.667,0.333,20,10,5,8,0,12,2,3
4728,69.13,11.95,15,0.667,0.333,10,5,0,5,0,9,0,1
4729,63.67,16.13,27,0.704,0.296,19,8,4,9,0,13,0,1
4735,59,13.77,12,0.833,0.167,10,2,0,1,0,10,0,1
4736,67.73,12.63,51,0.569,0.431,29,22,3,16,0,24,5,3
4737,67.52,13.89,33,0.697,0.303,23,10,1,11,0,11,4,6
4738,66.79,11.15,28,0.571,0.429,16,12,0,12,0,10,3,3
4741,58.36,17.62,25,0.68,0.32,17,8,1,4,0,12,3,5
4743,59.29,13.86,21,0.762,0.238,16,5,1,6,0,7,5,2
4744,58.22,16.86,27,0.815,0.185,22,5,1,7,0,11,5,3
4745,56.56,16.18,18,0.667,0.333,12,6,1,8,0,8,0,1
4746,63.83,12.73,36,0.583,0.417,21,15,3,11,0,16,3,3
4747,67.07,8.87,27,0.593,0.407,16,11,1,13,0,9,3,1
4748,61.72,16.6,29,0.586,0.414,17,12,3,10,0,12,1,3
4749,66.58,12.46,12,0.667,0.333,8,4,1,4,0,6,0,1
4750,60.29,13.45,17,0.529,0.471,9,8,0,8,0,7,1,1
4751,69.36,9.37,14,0.857,0.143,12,2,1,7,0,6,0,0
4752,64.83,17.2,23,0.609,0.391,14,9,2,9,0,9,1,2
4753,62.82,17.11,34,0.588,0.412,20,14,2,9,0,16,3,4
4756,59.75,16.63,8,0.75,0.25,6,2,0,4,0,3,1,0
4757,64.67,12.59,9,1,0,9,0,0,2,0,6,1,0
4758,60.05,14.38,19,0.579,0.421,11,8,0,9,0,9,0,1
4760,57.73,17.78,11,0.636,0.364,7,4,0,3,0,5,1,2
4761,55.3,17.64,20,0.8,0.2,16,4,0,5,0,11,3,1
4763,64.48,17,23,0.522,0.478,12,11,1,6,0,10,3,3
4764,64.5,16.15,24,0.583,0.417,14,10,4,7,0,10,0,3
4765,63,16.95,15,0.533,0.467,8,7,0,6,0,8,1,0
4767,64.3,14.69,20,0.75,0.25,15,5,3,6,0,9,1,1
4770,65.64,15.47,11,0.909,0.091,10,1,0,2,0,8,1,0
4774,62.94,15.22,54,0.593,0.407,32,22,7,23,0,24,0,1
4775,57.16,18.37,32,0.656,0.344,21,11,2,8,0,17,4,1
4776,60.71,14.87,41,0.61,0.39,25,16,1,13,0,16,7,4
4777,57.71,14.38,21,0.619,0.381,13,8,2,8,0,10,0,1
4780,51.57,13.64,14,0.857,0.143,12,2,0,2,0,5,5,2
4782,56.6,12.69,20,0.55,0.45,11,9,0,3,0,11,2,4
4783,59.11,13.98,18,0.778,0.222,14,4,0,3,0,11,3,1
4784,68.68,9.9,22,0.682,0.318,15,7,1,7,0,13,1,0
4785,65.57,12.4,21,0.571,0.429,12,9,0,7,0,12,0,2
4786,57,18.87,21,0.619,0.381,13,8,3,10,0,7,1,0
4790,53.57,16.26,21,0.714,0.286,15,6,0,6,0,8,4,3
4791,65.64,11.51,28,0.607,0.393,17,11,2,8,0,16,2,0
4792,57.94,17.31,18,0.611,0.389,11,7,0,5,0,11,1,1
4793,63.73,14.82,30,0.467,0.533,14,16,3,9,0,15,0,3
4796,66.53,16.29,40,0.6,0.4,24,16,2,18,0,16,1,3
4797,62.73,16.57,52,0.596,0.404,31,21,8,23,0,19,0,3
4798,69.96,11.79,28,0.75,0.25,21,7,6,9,0,13,0,0
4799,63.64,20.03,14,0.857,0.143,12,2,0,4,0,7,2,1
4800,59.95,19.8,19,0.579,0.421,11,8,0,5,0,12,2,0
4802,67.71,12.2,24,0.625,0.375,15,9,2,6,0,12,3,1
4805,62.87,13.42,15,0.667,0.333,10,5,0,5,0,6,2,2
4807,65.69,15.01,13,0.692,0.308,9,4,1,5,0,5,2,0
4809,60.21,16.69,47,0.511,0.489,24,23,4,17,0,18,3,5
4812,59.81,15.63,26,0.615,0.385,16,10,4,6,0,7,4,5
4815,61.67,13.59,12,0.667,0.333,8,4,0,2,0,5,3,2
4818,64.57,10.06,28,0.679,0.321,19,9,1,10,0,12,2,3
4819,59.83,18.12,23,0.609,0.391,14,9,0,4,0,16,2,1
4821,61.3,15.68,23,0.652,0.348,15,8,0,10,0,10,0,3
4822,68.85,12.39,33,0.606,0.394,20,13,3,11,0,13,3,3
4823,63.67,15.37,24,0.75,0.25,18,6,2,6,0,9,5,2
4824,56.31,15.91,13,0.615,0.385,8,5,0,3,0,8,0,2
4825,60.42,14.93,24,0.667,0.333,16,8,0,11,0,5,7,1
4828,57.46,15.79,13,0.769,0.231,10,3,1,2,0,7,2,1
4830,56.71,16.99,24,0.708,0.292,17,7,1,3,0,11,4,5
4831,58.57,14.38,23,0.783,0.217,18,5,0,8,0,8,6,1
4832,64.94,15.27,17,0.765,0.235,13,4,2,7,0,8,0,0
4833,60.18,15.48,22,0.727,0.273,16,6,1,7,0,12,0,2
4835,68.05,11.53,41,0.732,0.268,30,11,4,18,0,11,3,5
4837,64.78,12.34,32,0.531,0.469,17,15,0,10,0,14,5,3
4838,67.93,14.4,14,0.5,0.5,7,7,1,4,0,9,0,0
4839,52.73,18.01,11,0.909,0.091,10,1,0,3,0,7,0,1
4840,62.65,11.17,23,0.652,0.348,15,8,0,8,0,6,6,3
4841,53.58,13.04,12,0.583,0.417,7,5,0,2,0,3,4,3
4844,59.38,18.64,13,0.846,0.154,11,2,1,4,0,5,1,2
4845,60.67,11.78,18,0.833,0.167,15,3,1,7,0,5,3,2
4846,66.94,10.6,17,0.765,0.235,13,4,0,9,0,7,1,0
4847,64.67,11.88,9,0.778,0.222,7,2,1,2,0,4,2,0
4848,62.31,15.16,49,0.571,0.429,28,21,4,21,0,25,0,0
4849,59.22,20.87,18,0.722,0.278,13,5,3,9,0,4,1,1
4850,66.05,11.66,19,0.842,0.158,16,3,1,7,0,5,4,2
4851,64.31,14.62,13,0.615,0.385,8,5,0,8,0,5,0,0
4852,60.59,18.27,29,0.552,0.448,16,13,3,12,0,11,1,2
4857,64.21,11.37,24,0.542,0.458,13,11,1,6,0,13,3,1
4858,65.31,13.16,16,0.875,0.125,14,2,0,2,0,11,2,1
4859,64.66,14.92,35,0.6,0.4,21,14,3,11,0,16,2,3
4860,66.92,13.99,24,0.75,0.25,18,6,0,8,0,11,2,3
4866,62.83,16.51,24,0.75,0.25,18,6,4,14,0,5,0,1
4867,61,17.69,16,0.5,0.5,8,8,0,4,0,10,1,1
4868,57.9,14.15,20,0.55,0.45,11,9,1,6,0,7,4,2
4869,63,13.81,28,0.75,0.25,21,7,6,14,0,8,0,0
4870,59.87,15.76,15,0.733,0.267,11,4,1,3,0,9,1,1
4871,63.65,8.49,23,0.783,0.217,18,5,1,10,0,5,5,2
4872,63.07,15.5,14,0.929,0.071,13,1,0,6,0,6,1,1
4873,60.36,17.34,25,0.56,0.44,14,11,1,10,0,8,2,4
4874,62.41,13.24,27,0.704,0.296,19,8,0,7,0,19,0,1
4876,59.64,16.44,22,0.591,0.409,13,9,1,10,0,9,1,1
4879,60.54,10.52,26,0.654,0.346,17,9,0,10,0,11,3,2
4881,62.67,16.36,12,0.667,0.333,8,4,3,4,0,5,0,0
4882,69.93,9.48,14,0.786,0.214,11,3,0,8,0,5,1,0
4883,63,13.62,13,0.615,0.385,8,5,0,9,0,4,0,0
4884,61.5,16.4,20,0.7,0.3,14,6,3,8,0,9,0,0
4885,56.5,15.95,14,0.714,0.286,10,4,1,9,0,4,0,0
4887,62,16.6,20,0.85,0.15,17,3,4,7,0,8,1,0
4889,60.69,15.83,26,0.577,0.423,15,11,1,5,0,15,2,3
4890,59,17.86,15,0.667,0.333,10,5,0,10,0,5,0,0
4891,63.22,15.37,37,0.649,0.351,24,13,4,12,0,15,4,2
4893,57.46,14.15,13,0.385,0.615,5,8,0,4,0,6,1,2
4894,58.39,16.49,23,0.739,0.261,17,6,2,5,0,10,2,4
4895,61.69,14.31,13,0.615,0.385,8,5,0,5,0,4,2,2
4898,56.06,14.79,18,0.5,0.5,9,9,1,10,0,7,0,0
4900,61.46,16.8,13,0.769,0.231,10,3,0,4,0,6,1,2
4902,65.88,14.69,16,0.688,0.313,11,5,0,7,0,7,2,0
4903,65.23,14.28,26,0.615,0.385,16,10,1,9,0,12,2,2
4904,62.82,15.05,61,0.607,0.393,37,24,6,21,0,33,1,1
4906,62.46,14.08,72,0.639,0.361,46,26,8,25,0,28,8,3
4907,60.61,17.94,33,0.606,0.394,20,13,3,8,0,18,2,2
4908,60.87,16.14,54,0.611,0.389,33,21,9,13,0,22,4,6
4909,61.41,16.32,49,0.633,0.367,31,18,7,10,0,25,2,5
4910,58.02,14.47,45,0.644,0.356,29,16,2,16,0,18,5,4
4911,56.5,16.02,28,0.643,0.357,18,10,2,12,0,7,4,3
4913,63.29,16.85,42,0.643,0.357,27,15,9,12,0,18,0,3
4914,58.75,15.09,56,0.554,0.446,31,25,4,16,0,28,4,4
4915,64.03,16.11,34,0.647,0.353,22,12,5,15,0,8,4,2
4916,59.42,16.97,121,0.603,0.397,73,48,22,37,0,45,8,10
4917,60.33,16.69,42,0.714,0.286,30,12,2,14,0,17,4,5
4918,63.17,15.3,23,0.696,0.304,16,7,2,7,0,9,1,4
4919,60.29,15.67,105,0.629,0.371,66,39,16,39,0,44,4,3
4920,66.57,13.26,30,0.533,0.467,16,14,3,13,0,10,2,2
4921,59.39,16.38,28,0.464,0.536,13,15,0,7,0,12,6,3
4922,62.85,15.94,27,0.704,0.296,19,8,2,7,0,14,2,2
4923,63.89,15.94,27,0.778,0.222,21,6,5,12,0,9,0,1
4925,69.27,11.05,15,0.533,0.467,8,7,1,7,0,4,1,2
4927,66.16,12.27,32,0.625,0.375,20,12,2,9,0,14,3,4
4929,63.48,14.45,23,0.696,0.304,16,7,1,7,0,9,3,3
4930,63,18.54,22,0.727,0.273,16,6,4,6,0,8,1,3
4932,62.8,13.83,25,0.64,0.36,16,9,1,8,0,8,5,3
4933,61.94,14.77,48,0.646,0.354,31,17,5,20,0,16,3,4
4934,60.78,16.3,119,0.597,0.403,71,48,18,43,0,43,8,8
4935,63.14,13.85,28,0.5,0.5,14,14,1,12,0,11,2,2
4936,60.9,14.98,21,0.667,0.333,14,7,2,9,0,7,1,2
4937,61.12,13.77,26,0.615,0.385,16,10,1,4,0,13,5,3
4938,62.94,15.18,17,0.647,0.353,11,6,0,6,0,9,2,0
4939,61.53,14.71,15,0.733,0.267,11,4,0,10,0,2,1,2
4940,62.5,15.38,34,0.676,0.324,23,11,2,12,0,18,0,2
4941,59.38,16.22,24,0.667,0.333,16,8,0,9,0,10,2,3
4943,56.86,19.79,14,0.643,0.357,9,5,0,3,0,8,2,1
4944,65.51,13.15,47,0.638,0.362,30,17,5,11,0,21,5,5
4946,67.33,12.7,21,0.619,0.381,13,8,1,9,0,8,1,2
4947,55.92,18.07,13,0.846,0.154,11,2,0,5,0,6,1,1
4948,67.07,11.65,15,0.733,0.267,11,4,0,7,0,6,0,2
4949,63.6,13.32,25,0.56,0.44,14,11,2,10,0,10,2,1
4950,57.05,17.57,21,0.81,0.19,17,4,0,5,0,12,2,2
4951,62.48,15.68,27,0.63,0.37,17,10,5,11,0,10,1,0
4952,61.56,16.7,34,0.647,0.353,22,12,5,13,0,11,2,3
4955,63.66,14.36,47,0.553,0.447,26,21,3,19,0,25,0,0
4956,62.03,14.13,32,0.563,0.438,18,14,0,16,0,11,3,2
4958,63.42,18.14,12,0.667,0.333,8,4,0,3,0,6,1,2
4959,64.13,18.13,16,0.625,0.375,10,6,3,4,0,8,1,0
4961,60.67,13.18,33,0.576,0.424,19,14,1,10,0,14,6,2
4962,59.09,22.03,11,0.909,0.091,10,1,0,6,0,4,0,1
4963,65.92,12.93,26,0.692,0.308,18,8,1,9,0,11,4,1
4964,63.89,15.49,82,0.585,0.415,48,34,7,29,0,34,4,8
4965,53.2,19.43,20,0.85,0.15,17,3,1,6,0,9,3,1
4966,70.53,9.15,17,0.529,0.471,9,8,3,5,0,7,1,1
4967,57.72,17.06,25,0.76,0.24,19,6,1,6,0,10,4,4
4969,64.8,10.67,15,0.667,0.333,10,5,0,10,0,2,1,2
4970,61,14.23,19,0.684,0.316,13,6,0,4,0,12,2,1
4972,60.23,16.46,22,0.773,0.227,17,5,3,7,0,9,2,1
4973,54.3,17.88,20,0.75,0.25,15,5,0,5,0,11,3,1
4974,66.52,10.02,29,0.655,0.345,19,10,2,11,0,9,4,3
4975,62.63,16.25,24,0.708,0.292,17,7,2,10,0,8,1,3
4977,61.13,17.94,31,0.71,0.29,22,9,4,9,0,15,1,2
4978,60.64,17.52,36,0.694,0.306,25,11,5,11,0,15,1,4
4980,59.4,18.44,20,0.75,0.25,15,5,0,7,0,7,3,3
4981,69.11,13.74,19,0.737,0.263,14,5,0,11,0,6,2,0
4982,60.29,15.33,24,0.75,0.25,18,6,1,15,0,5,1,2
4985,62.62,12.75,21,0.619,0.381,13,8,1,4,0,13,1,2
4986,61.23,12.72,26,0.654,0.346,17,9,1,6,0,10,5,4
4987,60.31,15.13,16,0.813,0.188,13,3,1,6,0,6,1,2
4988,61.53,18.53,19,0.684,0.316,13,6,3,7,0,7,1,1
4989,64.7,10.86,23,0.696,0.304,16,7,1,11,0,7,2,2
4990,61.04,14.57,23,0.696,0.304,16,7,1,11,0,11,0,0
4993,68.6,10.78,20,0.55,0.45,11,9,1,8,0,8,1,2
4994,55.19,15.14,21,0.667,0.333,14,7,1,7,0,6,4,3
4995,54.29,17.34,21,0.619,0.381,13,8,1,11,0,4,3,2
4996,60.67,16.09,24,0.542,0.458,13,11,2,7,0,12,1,2
4997,59.74,17.02,99,0.566,0.434,56,43,17,33,0,36,7,6
4999,56.5,18.79,10,0.3,0.7,3,7,0,2,0,8,0,0
5000,63.18,12.46,17,0.471,0.529,8,9,0,3,0,14,0,0
5002,63.17,15.53,46,0.696,0.304,32,14,5,15,0,16,7,3
5003,67.48,12.51,29,0.621,0.379,18,11,2,10,0,10,4,3
5004,63.71,16.43,17,0.471,0.529,8,9,2,4,0,6,1,4
5005,57.54,18.11,24,0.542,0.458,13,11,4,7,0,8,1,4
5006,50.07,16.48,14,0.571,0.429,8,6,0,2,0,6,4,2
5007,54.06,19.94,16,0.75,0.25,12,4,1,8,0,6,1,0
5008,64.24,15.82,33,0.515,0.485,17,16,5,16,0,11,1,1
5009,60.18,16.97,11,0.727,0.273,8,3,0,3,0,5,2,1
5010,61.96,14.59,27,0.667,0.333,18,9,1,5,0,20,0,1
5011,65.85,14.35,20,0.8,0.2,16,4,2,5,0,8,3,2
5012,58.08,18.38,40,0.6,0.4,24,16,7,15,0,11,3,4
5013,63,16.32,23,0.609,0.391,14,9,0,7,0,10,3,3
5014,63,15.6,24,0.542,0.458,13,11,1,13,0,7,1,2
5015,62.45,14.05,20,0.65,0.35,13,7,0,6,0,10,3,1
5016,59.86,18.5,29,0.69,0.31,20,9,5,10,0,10,0,4
5017,64.07,15.4,28,0.679,0.321,19,9,3,9,0,10,3,3
5018,61.78,18.45,18,0.667,0.333,12,6,3,5,0,7,1,2
5022,56.08,18.65,13,0.538,0.462,7,6,0,2,0,10,0,1
5023,58.43,17.15,28,0.5,0.5,14,14,2,6,0,17,0,3
5024,63.52,10.49,29,0.759,0.241,22,7,0,11,0,11,4,3
5025,61.04,13.9,27,0.593,0.407,16,11,0,14,0,6,6,1
5026,63.2,9.93,25,0.6,0.4,15,10,1,12,0,8,2,2
5027,59.87,15.88,60,0.517,0.483,31,29,6,18,0,28,4,4
5028,62.58,14.16,19,0.579,0.421,11,8,1,12,0,5,1,0
5029,63.21,12.6,33,0.515,0.485,17,16,0,15,0,14,2,2
5033,54.11,18.97,19,0.474,0.526,9,10,0,4,0,12,2,1
5034,62.09,16.96,22,0.455,0.545,10,12,1,8,0,11,0,2
5035,65.06,12.43,35,0.657,0.343,23,12,3,10,0,19,2,1
5036,63.65,13.83,20,0.6,0.4,12,8,1,8,0,8,1,2
5037,62.83,15.08,24,0.708,0.292,17,7,3,12,0,9,0,0
5039,57.44,19.5,18,0.722,0.278,13,5,1,8,0,8,1,0
5041,63.55,16.21,22,0.682,0.318,15,7,1,7,0,10,3,1
5044,68,11.94,12,0.833,0.167,10,2,0,5,0,6,1,0
5045,68,12.26,27,0.556,0.444,15,12,1,10,0,14,1,1
5047,67.05,10.89,38,0.658,0.342,25,13,2,16,0,13,2,5
5049,62.83,17.96,24,0.542,0.458,13,11,0,7,0,12,3,2
5050,61.94,16.27,16,0.75,0.25,12,4,1,6,0,6,2,1
5051,58.78,19.51,32,0.656,0.344,21,11,3,10,0,15,0,4
5052,65.56,12.93,36,0.611,0.389,22,14,0,10,0,16,3,7
5053,54.7,16.77,20,0.6,0.4,12,8,1,5,0,7,4,3
5054,67.42,10.69,19,0.579,0.421,11,8,1,7,0,9,1,1
5055,59.83,15.81,52,0.596,0.404,31,21,2,22,0,23,1,4
5057,56.52,16.55,23,0.696,0.304,16,7,0,4,0,11,3,5
5058,63.92,18.8,12,0.333,0.667,4,8,0,5,0,7,0,0
5059,60.92,12.54,13,0.769,0.231,10,3,0,2,0,8,2,1
5060,62.75,12.77,32,0.563,0.438,18,14,1,16,0,10,4,1
5061,66.56,10.32,16,0.688,0.313,11,5,0,9,0,5,1,1
5062,66.9,14.73,20,0.7,0.3,14,6,3,8,0,8,0,1
5063,63.48,13.3,29,0.517,0.483,15,14,1,9,0,14,2,3
5065,58.15,15.38,13,0.692,0.308,9,4,0,4,0,7,0,2
5066,59.7,18.09,23,0.652,0.348,15,8,0,9,0,9,3,2
5067,65.76,9.97,21,0.619,0.381,13,8,1,10,0,6,3,1
5068,61.63,16.72,52,0.558,0.442,29,23,1,22,0,25,3,2
5069,62,14.98,27,0.741,0.259,20,7,3,14,0,9,1,0
5070,65.67,15.04,21,0.857,0.143,18,3,2,9,0,10,0,0
5071,68.8,9.96,25,0.56,0.44,14,11,1,11,0,10,2,1
5072,63.69,11.36,16,0.75,0.25,12,4,2,7,0,6,0,1
5073,69.95,10.75,19,0.579,0.421,11,8,0,7,0,11,0,1
5074,65.71,10.22,14,0.429,0.571,6,8,1,5,0,6,1,1
5075,66.26,15.09,34,0.706,0.294,24,10,4,14,0,9,2,5
5076,62.28,13.3,18,0.778,0.222,14,4,1,9,0,8,0,0
5077,65.63,14.33,32,0.531,0.469,17,15,4,11,0,10,3,4
5078,65.21,12.38,19,0.737,0.263,14,5,1,7,0,6,4,1
5080,59.79,16.66,24,0.375,0.625,9,15,0,9,0,9,3,3
5081,58.25,18.24,36,0.5,0.5,18,18,3,10,0,15,2,6
5082,63.74,11.68,19,0.632,0.368,12,7,1,10,0,5,2,1
